sender_id,sequence,rtt,send_time,ack_time
1,503,0.129,1717960619.980, 1717960620.110
1,504,0.128,1717960621.111, 1717960621.239
1,505,0.160,1717960622.240, 1717960622.400
1,506,0.123,1717960623.401, 1717960623.524
1,507,0.125,1717960624.526, 1717960624.651
1,508,0.151,1717960625.652, 1717960625.803
1,509,0.118,1717960626.891, 1717960627.010
1,510,0.133,1717960628.011, 1717960628.144
1,511,0.156,1717960629.146, 1717960629.302
1,512,0.134,1717960630.304, 1717960630.438
1,513,0.124,1717960631.439, 1717960631.563
1,514,0.123,1717960632.564, 1717960632.688
1,515,0.122,1717960633.689, 1717960633.811
1,516,0.153,1717960634.881, 1717960635.034
1,517,0.128,1717960636.036, 1717960636.164
1,518,0.100,1717960637.165, 1717960637.265
1,519,0.152,1717960638.266, 1717960638.418
1,520,0.132,1717960639.420, 1717960639.551
1,521,0.156,1717960640.578, 1717960640.734
1,522,0.130,1717960641.735, 1717960641.865
1,523,0.148,1717960642.866, 1717960643.015
1,524,0.135,1717960644.016, 1717960644.151
1,525,0.155,1717960645.152, 1717960645.307
1,526,0.117,1717960646.308, 1717960646.425
1,527,0.133,1717960647.426, 1717960647.560
1,528,0.141,1717960648.561, 1717960648.702
1,529,0.144,1717960649.703, 1717960649.847
1,530,0.150,1717960650.848, 1717960650.998
1,531,0.120,1717960651.999, 1717960652.119
1,532,0.135,1717960653.120, 1717960653.255
1,533,0.143,1717960654.256, 1717960654.399
1,534,0.138,1717960655.401, 1717960655.539
1,535,0.114,1717960656.540, 1717960656.654
1,536,0.145,1717960657.690, 1717960657.835
1,537,0.127,1717960658.836, 1717960658.962
1,538,0.128,1717960659.963, 1717960660.091
1,539,0.135,1717960661.092, 1717960661.227
1,540,0.135,1717960662.228, 1717960662.363
1,541,0.117,1717960663.364, 1717960663.482
1,542,0.121,1717960664.483, 1717960664.604
1,543,0.131,1717960665.605, 1717960665.736
1,544,0.119,1717960666.737, 1717960666.856
1,545,0.135,1717960667.857, 1717960667.992
1,546,0.161,1717960668.993, 1717960669.154
1,547,0.123,1717960670.155, 1717960670.278
1,548,0.136,1717960671.279, 1717960671.416
1,549,0.122,1717960672.417, 1717960672.539
1,550,0.139,1717960673.540, 1717960673.679
1,551,0.136,1717960674.706, 1717960674.842
1,552,0.138,1717960675.843, 1717960675.981
1,553,0.117,1717960676.982, 1717960677.099
1,554,0.148,1717960678.100, 1717960678.248
1,555,0.128,1717960679.249, 1717960679.377
1,556,0.109,1717960680.378, 1717960680.488
1,557,0.124,1717960681.489, 1717960681.612
1,558,0.139,1717960682.614, 1717960682.753
1,559,0.134,1717960683.754, 1717960683.888
1,560,0.134,1717960684.890, 1717960685.024
1,561,0.146,1717960686.025, 1717960686.171
1,562,0.135,1717960687.172, 1717960687.307
1,563,0.154,1717960688.308, 1717960688.462
1,564,0.142,1717960689.464, 1717960689.605
1,565,0.123,1717960690.606, 1717960690.730
1,566,0.123,1717960691.824, 1717960691.947
1,567,0.116,1717960692.948, 1717960693.065
1,568,0.137,1717960694.066, 1717960694.203
1,569,0.131,1717960695.204, 1717960695.335
1,570,0.142,1717960696.336, 1717960696.478
1,571,0.112,1717960697.572, 1717960697.684
1,572,0.139,1717960698.686, 1717960698.825
1,573,0.129,1717960699.826, 1717960699.955
1,574,0.147,1717960700.956, 1717960701.103
1,575,0.106,1717960702.105, 1717960702.211
1,576,0.128,1717960703.212, 1717960703.340
1,577,0.140,1717960704.341, 1717960704.481
1,578,0.154,1717960705.482, 1717960705.636
1,579,0.133,1717960706.638, 1717960706.771
1,580,0.139,1717960707.772, 1717960707.911
1,581,0.119,1717960708.912, 1717960709.032
1,582,0.114,1717960710.033, 1717960710.147
1,583,0.131,1717960711.148, 1717960711.279
1,584,0.106,1717960712.280, 1717960712.386
1,585,0.136,1717960713.388, 1717960713.524
1,586,0.150,1717960714.620, 1717960714.770
1,587,0.147,1717960715.771, 1717960715.919
1,588,0.124,1717960716.920, 1717960717.044
1,589,0.124,1717960718.045, 1717960718.169
1,590,0.143,1717960719.171, 1717960719.313
1,591,0.124,1717960720.315, 1717960720.439
1,592,0.131,1717960721.440, 1717960721.571
1,593,0.146,1717960722.572, 1717960722.718
1,594,0.145,1717960723.719, 1717960723.864
1,595,0.186,1717960724.865, 1717960725.051
1,596,0.138,1717960726.052, 1717960726.190
1,597,0.122,1717960727.191, 1717960727.313
1,598,0.122,1717960728.314, 1717960728.436
1,599,0.129,1717960729.437, 1717960729.566
1,600,0.146,1717960730.568, 1717960730.714
1,601,0.140,1717960731.733, 1717960731.873
