delay,send_time,receive_time
0.011,1716218788.010,1716218788.021
0.011,1716218789.091,1716218789.102
-0.010,1716218790.170,1716218790.160
-0.009,1716218791.230,1716218791.221
0.018,1716218792.306,1716218792.324
0.028,1716218793.403,1716218793.431
0.011,1716218794.501,1716218794.512
-0.009,1716218795.591,1716218795.582
0.001,1716218796.667,1716218796.668
-0.010,1716218797.739,1716218797.729
0.018,1716218798.794,1716218798.812
-0.005,1716218799.878,1716218799.873
0.007,1716218800.944,1716218800.951
0.001,1716218802.029,1716218802.030
0.015,1716218803.109,1716218803.125
0.021,1716218804.190,1716218804.211
-0.005,1716218805.274,1716218805.269
0.006,1716218806.340,1716218806.346
0.006,1716218807.411,1716218807.417
-0.004,1716218808.488,1716218808.484
0.010,1716218809.555,1716218809.566
0.013,1716218810.631,1716218810.644
-0.001,1716218811.716,1716218811.716
-0.009,1716218812.787,1716218812.777
0.006,1716218813.855,1716218813.861
0.000,1716218814.938,1716218814.938
-0.004,1716218816.003,1716218816.000
0.010,1716218817.065,1716218817.075
0.009,1716218818.146,1716218818.155
0.016,1716218819.226,1716218819.242
0.016,1716218820.322,1716218820.338
0.011,1716218821.403,1716218821.414
0.012,1716218822.486,1716218822.498
-0.006,1716218823.574,1716218823.568
0.013,1716218824.635,1716218824.648
0.001,1716218825.724,1716218825.725
0.010,1716218826.805,1716218826.816
-0.005,1716218827.881,1716218827.876
0.011,1716218828.947,1716218828.958
0.026,1716218830.036,1716218830.062
0.015,1716218831.130,1716218831.145
-0.004,1716218832.248,1716218832.243
0.021,1716218833.314,1716218833.335
0.012,1716218834.408,1716218834.419
-0.004,1716218835.495,1716218835.491
0.009,1716218836.575,1716218836.584
0.020,1716218837.663,1716218837.683
0.011,1716218838.749,1716218838.760
0.010,1716218839.826,1716218839.836
0.036,1716218840.907,1716218840.943
0.003,1716218842.014,1716218842.017
0.016,1716218843.095,1716218843.111
0.011,1716218844.183,1716218844.194
0.010,1716218845.267,1716218845.277
0.011,1716218846.348,1716218846.359
0.006,1716218847.438,1716218847.444
0.001,1716218848.515,1716218848.516
0.033,1716218849.595,1716218849.628
0.010,1716218850.701,1716218850.711
0.005,1716218851.781,1716218851.787
0.020,1716218852.856,1716218852.876
-0.004,1716218853.947,1716218853.943
0.005,1716218854.999,1716218855.004
0.011,1716218856.083,1716218856.094
-0.009,1716218857.168,1716218857.159
0.026,1716218858.226,1716218858.252
-0.009,1716218859.315,1716218859.306
0.009,1716218860.369,1716218860.379
0.012,1716218861.453,1716218861.464
0.016,1716218862.530,1716218862.546
0.025,1716218863.609,1716218863.634
0.021,1716218864.700,1716218864.721
-0.000,1716218865.792,1716218865.791
-0.005,1716218866.876,1716218866.871
0.026,1716218867.955,1716218867.981
0.006,1716218869.052,1716218869.057
0.001,1716218870.128,1716218870.129
0.000,1716218871.200,1716218871.200
0.015,1716218872.278,1716218872.293
0.016,1716218873.368,1716218873.384
-0.004,1716218874.456,1716218874.453
-0.005,1716218875.525,1716218875.519
0.005,1716218876.591,1716218876.596
0.020,1716218877.662,1716218877.683
-0.001,1716218878.754,1716218878.753
0.005,1716218879.838,1716218879.843
0.015,1716218880.920,1716218880.934
-0.000,1716218882.006,1716218882.006
0.022,1716218883.069,1716218883.091
0.003,1716218884.162,1716218884.165
0.016,1716218885.237,1716218885.253
0.020,1716218886.325,1716218886.345
-0.005,1716218887.413,1716218887.408
0.026,1716218888.486,1716218888.512
-0.005,1716218889.590,1716218889.584
-0.010,1716218890.664,1716218890.653
-0.021,1716218891.734,1716218891.713
0.010,1716218892.776,1716218892.786
0.005,1716218893.862,1716218893.866
0.015,1716218894.946,1716218894.961
0.015,1716218896.034,1716218896.049
0.016,1716218897.128,1716218897.144
-0.000,1716218898.221,1716218898.221
0.023,1716218899.301,1716218899.324
0.020,1716218900.402,1716218900.422
0.029,1716218901.505,1716218901.534
0.016,1716218902.597,1716218902.613
0.010,1716218903.686,1716218903.696
0.009,1716218904.781,1716218904.790
0.020,1716218905.863,1716218905.883
-0.006,1716218906.959,1716218906.954
0.009,1716218908.023,1716218908.032
0.020,1716218909.107,1716218909.127
0.006,1716218910.207,1716218910.214
0.013,1716218911.290,1716218911.303
0.025,1716218912.376,1716218912.401
0.000,1716218913.476,1716218913.476
0.012,1716218914.548,1716218914.559
0.014,1716218915.626,1716218915.640
0.027,1716218916.720,1716218916.747
0.011,1716218917.821,1716218917.832
0.016,1716218918.901,1716218918.917
0.001,1716218919.984,1716218919.984
0.025,1716218921.057,1716218921.081
0.010,1716218922.157,1716218922.167
0.029,1716218923.248,1716218923.277
0.011,1716218924.343,1716218924.354
-0.006,1716218925.426,1716218925.420
0.036,1716218926.486,1716218926.522
0.001,1716218927.606,1716218927.607
0.016,1716218928.689,1716218928.704
-0.001,1716218929.776,1716218929.775
0.001,1716218930.846,1716218930.848
0.004,1716218931.927,1716218931.932
0.015,1716218932.999,1716218933.014
0.017,1716218934.104,1716218934.121
0.025,1716218935.200,1716218935.226
-0.000,1716218936.298,1716218936.297
0.005,1716218937.353,1716218937.358
-0.015,1716218938.432,1716218938.417
-0.001,1716218939.486,1716218939.485
-0.000,1716218940.562,1716218940.562
-0.008,1716218941.634,1716218941.625
0.005,1716218942.696,1716218942.701
-0.006,1716218943.765,1716218943.759
-0.009,1716218944.831,1716218944.822
0.002,1716218945.894,1716218945.895
0.014,1716218946.967,1716218946.981
-0.001,1716218948.053,1716218948.052
0.000,1716218949.123,1716218949.123
-0.005,1716218950.199,1716218950.194
0.004,1716218951.270,1716218951.274
0.005,1716218952.360,1716218952.365
0.009,1716218953.436,1716218953.445
-0.002,1716218954.514,1716218954.512
0.007,1716218955.582,1716218955.589
-0.006,1716218956.664,1716218956.658
-0.011,1716218957.738,1716218957.728
0.005,1716218958.799,1716218958.804
-0.009,1716218959.874,1716218959.865
-0.021,1716218960.937,1716218960.916
0.026,1716218961.985,1716218962.012
0.024,1716218963.086,1716218963.110
0.024,1716218964.182,1716218964.206
-0.011,1716218965.276,1716218965.264
0.004,1716218966.328,1716218966.332
-0.001,1716218967.404,1716218967.403
0.017,1716218968.474,1716218968.491
0.018,1716218969.569,1716218969.587
0.029,1716218970.660,1716218970.688
0.025,1716218971.760,1716218971.785
-0.016,1716218972.854,1716218972.837
0.014,1716218973.906,1716218973.920
0.009,1716218974.984,1716218974.993
0.003,1716218976.062,1716218976.065
-0.006,1716218977.142,1716218977.136
0.019,1716218978.216,1716218978.235
0.029,1716218979.306,1716218979.335
0.025,1716218980.402,1716218980.427
0.014,1716218981.499,1716218981.513
0.004,1716218982.585,1716218982.589
-0.006,1716218983.661,1716218983.656
-0.011,1716218984.733,1716218984.722
-0.001,1716218985.794,1716218985.792
-0.011,1716218986.873,1716218986.862
0.014,1716218987.934,1716218987.949
-0.001,1716218989.022,1716218989.021
0.006,1716218990.086,1716218990.093
0.009,1716218991.160,1716218991.170
0.014,1716218992.242,1716218992.256
0.009,1716218993.328,1716218993.337
-0.011,1716218994.423,1716218994.412
-0.011,1716218995.503,1716218995.492
0.009,1716218996.557,1716218996.565
0.008,1716218997.637,1716218997.646
0.021,1716218998.719,1716218998.739
-0.006,1716218999.806,1716218999.800
-0.000,1716219000.872,1716219000.872
0.010,1716219001.951,1716219001.961
-0.000,1716219003.028,1716219003.028
0.024,1716219004.102,1716219004.125
0.018,1716219005.190,1716219005.209
-0.000,1716219006.283,1716219006.283
0.004,1716219007.356,1716219007.361
-0.006,1716219008.428,1716219008.422
0.009,1716219009.503,1716219009.512
-0.001,1716219010.585,1716219010.583
0.014,1716219011.656,1716219011.669
0.003,1716219012.747,1716219012.750
-0.009,1716219013.828,1716219013.819
-0.004,1716219014.888,1716219014.884
0.019,1716219015.954,1716219015.973
0.013,1716219017.042,1716219017.055
-0.000,1716219018.131,1716219018.130
0.020,1716219019.203,1716219019.222
-0.005,1716219020.292,1716219020.286
-0.006,1716219021.368,1716219021.362
-0.007,1716219022.435,1716219022.428
0.016,1716219023.501,1716219023.517
-0.002,1716219024.590,1716219024.588
0.006,1716219025.664,1716219025.670
0.008,1716219026.738,1716219026.746
-0.011,1716219027.827,1716219027.816
0.004,1716219028.889,1716219028.893
0.019,1716219029.965,1716219029.984
-0.004,1716219031.048,1716219031.044
-0.002,1716219032.112,1716219032.110
0.025,1716219033.183,1716219033.208
0.029,1716219034.285,1716219034.314
-0.006,1716219035.387,1716219035.381
-0.006,1716219036.463,1716219036.457
0.000,1716219037.530,1716219037.530
0.014,1716219038.600,1716219038.613
0.015,1716219039.681,1716219039.696
-0.007,1716219040.779,1716219040.771
-0.007,1716219041.842,1716219041.835
0.002,1716219042.919,1716219042.921
-0.001,1716219044.016,1716219044.015
0.014,1716219045.083,1716219045.097
0.008,1716219046.173,1716219046.181
0.018,1716219047.254,1716219047.272
0.028,1716219048.340,1716219048.368
-0.002,1716219049.446,1716219049.444
0.018,1716219050.514,1716219050.532
0.018,1716219051.602,1716219051.620
0.003,1716219052.688,1716219052.691
0.008,1716219053.759,1716219053.767
0.013,1716219054.840,1716219054.854
-0.012,1716219055.946,1716219055.933
-0.012,1716219057.006,1716219056.994
-0.012,1716219058.068,1716219058.056
0.005,1716219059.138,1716219059.143
-0.008,1716219060.210,1716219060.203
0.068,1716219061.285,1716219061.352
